Sample ID,Group ID,Size,Date Tested,Binder Composition,Feed Mix (g Bioglass : g PEG6000),Particle Size (microns),Sintering Temperature (°C),Sintering Time (hours),Final Volume (cm^3),Final Mass (g),Volume Loss (cm^3),Volume Loss (%),Mass Loss (g),Mass Loss (%),Compressive Load (N),Cross-Sectional Area (mm^2),Maximum Stress (MPa),Porosity (%)
235,5225:PEG20010242,Cotton 5mm,2025-05-25,PVA PEG200,100:20,<90,930,6,1.5047312425,2.007,-0.17283186150000018,-10.302555003021823,-0.5029999999999997,-20.039840637450187,943.67,68.3968746590909,13.796975442277363,50.60025921317751
236,5225:PEG20010242,Cotton 5mm,2025-05-25,PVA PEG200,100:20,<90,930,6,1.503264958,2.031,-0.1776249940000001,-10.567318448697591,-0.4969999999999999,-19.659810126582276,1029.53,68.33022536363636,15.066977966501632,49.96076917651251
237,5225:PEG20010242,Cotton 5mm,2025-05-25,PVA PEG200,100:20,<90,930,6,1.4780447220000001,1.989,-0.18038900599999974,-10.87707051264214,-0.486,-19.636363636363637,917.84,67.183851,13.66161639052218,50.15937909714571
238,5225:PEG20015201,Evans 12mm,2025-05-25,PVA PEG200,100:20,<90,930,6,1.3672605644999998,1.93,-0.1747334835000003,-11.331657455269262,-0.4829999999999999,-20.01657687525901,627.56,62.14820747727272,10.097797273227798,47.719196079043
239,5225:PEG20015201,Evans 12mm,2025-05-25,PVA PEG200,100:20,<90,930,6,1.36559464,1.948,-0.1747359839999998,-11.344057001621998,-0.4660000000000002,-19.304059652029835,609.81,62.07248363636364,9.82415982534905,47.1672295461352
240,5225:PEG20015201,Evans 12mm,2025-05-25,PVA PEG200,100:20,<90,930,6,1.329685821,1.919,0.07047385299999998,5.596663214052296,-0.44899999999999984,-18.961148648648642,682.29,60.440264590909095,11.288666663160575,46.54821992414547
241,5225:PEG20015201,Evans 12mm,2025-05-25,PVA PEG200,100:20,<90,930,6,3.4581153749999998,4.889,-0.34476000900000026,-9.065771927487388,-1.2279999999999998,-20.075200261566124,5798.384,157.1870625,36.888430305770235,47.63793152098805
242,5225:PEG20015201,Evans 12mm,2025-05-25,PVA PEG200,100:20,<90,930,6,3.4461269699999995,4.84,-0.3365650859999998,-8.897501594562787,-1.2439999999999998,-20.447074293228138,5689.92,156.642135,36.32432614634626,47.98239855356831
243,5225:PEG20015201,Evans 12mm,2025-05-25,PVA PEG200,100:20,<90,930,6,3.471610646,4.902,-0.3312647380000002,-8.710901740134439,-1.2509999999999994,-20.331545587518278,5395.717,157.8004839090909,34.19328551050883,47.70278868549259
244,5225:PEG20015202,Cotton 5mm,2025-05-25,PVA PEG200,100:20,<90,930,6,3.478020732,4.92,-0.3366282599999999,-8.82461953133747,-1.266,-20.46556741028128,4876.652,158.09185145454546,30.846953559792638,47.60749395607047
245,5225:PEG20015202,Cotton 5mm,2025-05-25,PVA PEG200,100:20,<90,930,6,3.479610321,4.9,-0.32999283899999954,-8.662131595879913,-1.2589999999999995,-20.44163013476213,6251.393,158.1641055,39.52472642410006,47.844308776125885
246,5225:PEG20015202,Cotton 5mm,2025-05-25,PVA PEG200,100:20,<90,930,6,3.4446393630000003,4.941,-0.3464624129999998,-9.138831755805645,-1.2090000000000005,-19.65853658536586,5794.51,156.57451650000002,37.00800187366377,46.873974104324844
247,5225:PEG20020201,Evans 12mm,2025-05-25,PVA PEG200,100:20,<90,930,6,3.3056534159999997,4.718,-0.45793282399999935,-12.16745930073332,-1.713,-26.636603949619037,5176.34,150.25697345454543,34.449915241810096,47.13881984875915
248,5225:PEG20020201,Evans 12mm,2025-05-25,PVA PEG200,100:20,<90,930,6,3.2711502450000003,4.701,-0.4585907949999992,-12.29551301502689,-1.7920000000000007,-27.598952718312038,5542.77,148.68864750000003,37.27769465385715,46.773734597717606
249,5225:PEG20020201,Evans 12mm,2025-05-25,PVA PEG200,100:20,<90,930,6,3.194315299999999,4.672,-0.47619664000000084,-12.973575560688705,-1.7530000000000001,-27.284046692607006,5928.16,145.19614999999996,40.828630786697865,45.8296940702638
250,5225:PEG20020201,Evans 12mm,2025-05-25,PVA PEG200,100:20,<90,930,6,3.253285944999999,4.732,-0.4781473550000004,-12.814039982973846,-1.7889999999999997,-27.434442570157948,5289.45,147.87663386363633,35.769342740636354,46.12854135105566
251,5225:PEG20020201,Evans 12mm,2025-05-25,PVA PEG200,100:20,<90,930,6,3.284346875,4.737,-0.5029310049999989,-13.279485185280333,-1.8019999999999996,-27.557730539837895,5713.68,149.28849431818185,38.27274182176631,46.58163369408281
252,5225:PEG20020201,Evans 12mm,2025-05-25,PVA PEG200,100:20,<90,930,6,3.2051006299999996,4.716,-0.47048809000000036,-12.800346443548788,-1.721,-26.73605716948889,5668.23,145.68639227272726,38.90706545460321,45.503531142899966
253,5225:PEG20020201,Evans 12mm,2025-05-25,PVA PEG200,100:20,<90,930,6,3.1797385499999997,4.652,-0.47046626999999974,-12.888763595463113,-1.6680000000000001,-26.39240506329114,5427.89,144.53357045454544,37.55452787148177,45.81431976654298
254,5225:PEG20020201,Evans 12mm,2025-05-25,PVA PEG200,100:20,<90,930,6,3.2498387999999996,4.733,-0.4612873799999999,-12.429848989936525,-1.476,-23.77194395232727,5928.912,147.71994545454544,40.13616429221044,46.060002638808946
255,5225:PEG20020202,Cotton 5mm,2025-05-25,PVA PEG200,100:20,<90,930,6,1.29271688,1.882,-0.24472542399999964,-15.917698073175934,-0.6679999999999999,-26.19607843137255,1078.22,58.759858181818174,18.34960180917573,46.079683198920016
256,5225:PEG20020202,Cotton 5mm,2025-05-25,PVA PEG200,100:20,<90,930,6,1.2163801650000001,1.808,-0.23087226699999985,-15.952453206863906,-0.6540000000000001,-26.563769293257515,1417.77,55.29000750000001,25.642427340962104,44.948984791310735
